name,objID,ra,dec,run,rerun,camcol,field,rowC,colC,type,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z
1237651754011721850_r,5.87726E+17,183.194277,2.64316572,1462,40,4,386,736.112061,1372.97449,GALAXY,18.743086,17.429735,16.876329,16.553091,16.336761,18.371504,17.262098,16.747919,16.433548,16.437246
1237651754017095883_r,5.87726E+17,195.5289054,2.66551945,1462,40,4,468,1136.38025,1945.48206,GALAXY,18.74098,17.383371,16.766081,16.412008,16.210695,18.393011,17.293684,16.757343,16.48122,16.310936
1237651754019258575_r,5.87726E+17,200.4023109,2.60871302,1462,40,4,501,479.450623,1862.82642,GALAXY,19.078276,17.56559,16.818949,16.461012,16.117092,18.554955,17.54777,16.860193,16.539532,16.318169
1237651754531487930_r,5.87726E+17,144.0480466,2.4385677,1462,40,5,125,468.821198,1246.89905,GALAXY,19.370199,17.702124,16.674688,16.165972,15.831327,18.81358,17.749693,16.831919,16.428663,16.275345
1237651754531946940_r,5.87726E+17,145.1470863,2.3967624,1462,40,5,132,910.593933,585.161743,GALAXY,19.492744,17.986702,17.091602,16.671314,16.352987,18.818813,17.858505,17.076967,16.715031,16.410496
1237651754532143288_r,5.87726E+17,145.6069337,2.54615047,1462,40,5,135,1039.52856,1825.91382,GALAXY,18.716133,17.255896,16.549234,16.157722,15.864079,18.850126,17.237783,16.562214,16.174953,15.900496
1237651754538041534_r,5.87726E+17,159.0467912,2.6735616,1462,40,5,225,597.67157,114.661743,GALAXY,19.055929,17.482086,16.695942,16.235464,15.939273,18.865025,17.348961,16.590403,16.182405,15.892886
1237651754541121668_r,5.87726E+17,166.0800606,2.93439544,1462,40,5,272,521.485779,1422.3175,GALAXY,19.861156,18.08864,16.971432,16.512299,16.196867,19.048782,18.097872,17.129665,16.780275,16.472952
1237651754542366828_r,5.87726E+17,168.9852656,2.96955175,1462,40,5,291,1041.21997,1396.12634,GALAXY,18.22019,17.096308,16.505365,16.159208,15.947773,18.380112,17.432751,16.920414,16.685728,16.75177
1237651754551017620_r,5.87726E+17,188.8032127,3.00082693,1462,40,5,423,1301.05005,847.554871,GALAXY,18.533081,16.987814,16.253998,15.82682,15.569756,18.371407,17.004435,16.457603,16.073009,15.963749
1237651754555801832_r,5.87726E+17,199.7421187,2.86679392,1462,40,5,496,1264.38135,326.476379,GALAXY,18.145834,16.819984,16.217506,15.823619,15.630034,18.321621,17.020885,16.41614,16.066967,16.181541
1237651755074191644_r,5.87726E+17,157.3941175,3.08166658,1462,40,6,214,638.858337,301.282379,GALAXY,18.975464,17.519697,16.996086,16.639282,16.518669,18.385536,17.468359,17.034252,16.735941,16.652096
1237651755079303230_r,5.87726E+17,169.0390585,3.26570143,1462,40,6,292,201.590973,265.36441,GALAXY,19.146111,17.097424,16.374622,15.949166,15.681773,19.365839,17.153759,16.462383,16.066992,15.860107
1237651755081072796_r,5.87726E+17,173.1878766,3.46488722,1462,40,6,319,1125.45068,1682.69604,GALAXY,17.943716,16.542316,16.083036,15.756433,15.58743,17.598013,16.55068,16.137362,15.855146,15.750763
1237651755097063578_r,5.87726E+17,209.7293212,3.25705286,1462,40,6,563,676.578064,1391.80811,GALAXY,18.740322,17.303247,16.599077,16.155123,15.870956,18.108501,17.052273,16.485033,16.145145,15.937309
1237651800696946974_r,5.87729E+17,149.4227088,-0.31071231,2141,40,3,46,207.888214,1068.45654,GALAXY,18.385275,17.102053,16.487661,16.123844,15.918674,18.248451,17.08563,16.497593,16.141901,15.994892
1237651800698061129_r,5.87729E+17,151.9367751,-0.2220931,2141,40,3,62,1286.73206,1873.56018,GALAXY,18.96063,17.647511,16.978016,16.605404,16.390656,18.721722,17.607306,16.988823,16.627253,16.396494
1237651800698716545_r,5.87729E+17,153.4731986,-0.3189137,2141,40,3,73,282.070892,993.684753,GALAXY,18.353003,16.87344,16.235027,15.880145,15.678658,18.37796,16.87738,16.265274,15.931769,15.946361
1237651801773506780_r,5.87729E+17,155.7545023,0.54003295,2141,40,5,88,605.52179,1171.38281,GALAXY,19.21682,17.934948,17.110346,16.698744,16.454657,19.899134,18.099157,17.498852,17.19302,16.926693
1237651818952786039_r,5.88849E+17,232.8418088,0.70496787,756,44,5,782,229.200073,700.739075,GALAXY,18.737251,17.451637,16.946548,16.636494,16.439089,18.465775,17.325827,16.873629,16.549959,16.299398
1237651818953769238_r,5.88849E+17,235.0461407,0.72066642,756,44,5,796,1215.80542,840.751465,GALAXY,18.721514,17.50098,16.790953,16.372049,16.082155,18.451843,17.387358,16.747852,16.346727,16.103951
1237651821634715768_r,5.87726E+17,213.8271638,3.59641865,1478,40,2,39,611.173096,550.518433,GALAXY,18.744728,17.092052,16.300079,15.903206,15.577129,18.746439,17.04616,16.263605,15.880164,15.658756
1237651822172700972_r,5.87726E+17,216.4707397,3.90754114,1478,40,3,56,1306.64563,611.730164,GALAXY,19.574434,17.866776,16.992895,16.580387,16.270729,19.399509,17.881868,17.068604,16.719139,16.511705
1237651822173552811_r,5.87726E+17,218.294134,3.94255068,1478,40,3,69,116.062767,1701.28674,GALAXY,18.397209,17.145227,16.686293,16.464706,16.248783,18.778038,17.027479,16.603901,16.322634,16.312809
1237651822173552868_r,5.87726E+17,218.3387417,3.81983423,1478,40,3,69,574.316101,606.310852,GALAXY,19.030176,17.828548,17.05337,16.648033,16.365643,19.359194,18.085501,17.308096,16.9375,16.654875
1237651822175453384_r,5.87726E+17,222.6703353,3.58336783,1478,40,3,98,456.628235,447.731628,GALAXY,18.853146,17.20026,16.298458,15.856434,15.572116,18.59532,17.299864,16.429144,16.099548,15.99646
1237651822176567457_r,5.87726E+17,225.217728,3.45832869,1478,40,3,115,460.344177,578.933044,GALAXY,18.704573,17.042606,16.268293,15.832803,15.519657,18.287622,16.766821,16.072151,15.716022,15.467178
1237651822710816973_r,5.87726E+17,219.3054617,4.25558113,1478,40,4,75,968.48761,1172.78809,GALAXY,18.150496,16.884565,16.326704,15.987751,15.795027,18.077608,16.717329,16.315817,16.017126,15.950477
1237651822710947985_r,5.87726E+17,219.5543144,4.26837843,1478,40,4,77,493.700867,1400.0437,GALAXY,18.433083,17.141819,16.509552,16.138165,15.855869,18.225992,17.013601,16.491119,16.096163,15.943557
1237651822712193292_r,5.87726E+17,222.4364951,4.02725593,1478,40,4,96,843.974731,548.944214,GALAXY,18.042654,16.741003,16.164526,15.735754,15.501733,17.805632,16.609015,16.101404,15.72623,15.584881
1237651822712783063_r,5.87726E+17,223.8350724,3.92511752,1478,40,4,105,1309.46985,304.099365,GALAXY,19.482599,17.721626,16.624025,16.114464,15.775057,19.005207,17.904734,16.87668,16.412083,15.999008
1237652598486990944_r,5.87727E+17,310.966107,-6.87482777,1659,40,1,40,379.140411,964.642761,GALAXY,18.609684,17.135683,16.330545,15.900118,15.609375,18.595671,17.074415,16.528906,16.081926,15.949931
1237652598493610181_r,5.87727E+17,326.1135935,-8.66467451,1659,40,1,141,334.46698,1949.22205,GALAXY,17.850065,16.755337,16.285496,15.951733,15.777974,17.954746,16.7782,16.304638,15.973691,15.883148
1237652598494724351_r,5.87727E+17,328.7595447,-9.10298961,1659,40,1,158,1255.9043,502.456818,GALAXY,18.51413,17.419657,16.810917,16.452314,16.245556,18.158203,17.29534,16.760702,16.412987,16.23476
1237652598496362671_r,5.87727E+17,332.4607882,-9.41072819,1659,40,1,183,560.412231,976.169739,GALAXY,18.804066,17.125311,16.341684,15.917099,15.588943,18.59038,17.098909,16.364611,15.931643,15.653582
1237652599024517562_r,5.87727E+17,312.505682,-6.71038589,1659,40,2,50,328.10141,563.161621,GALAXY,18.374828,17.0881,16.615637,16.351255,16.085224,17.93903,16.91173,16.569077,16.431093,16.059166
1237652599035658516_r,5.87727E+17,338.1387461,-9.368466,1659,40,2,220,913.936707,1922.32813,GALAXY,18.028934,16.885778,16.384323,16.092493,15.810098,18.038124,16.868235,16.418036,16.138607,15.81737
1237652599038869821_r,5.87727E+17,345.4756149,-9.95596131,1659,40,2,269,190.553711,1088.76294,GALAXY,18.938456,17.610504,17.050329,16.817278,16.628067,18.890989,17.775791,17.150635,17.123041,17.319857
1237652599038935156_r,5.87727E+17,345.7104044,-9.87184368,1659,40,2,270,884.409912,1973.44641,GALAXY,18.086311,17.02059,16.710566,16.486105,16.370588,18.271624,17.323454,17.119415,16.943521,16.985394
1237652599560864407_r,5.87727E+17,311.430497,-6.10183585,1659,40,3,42,828.704468,881.06073,GALAXY,18.670759,17.04628,16.247866,15.828451,15.497278,18.549557,16.950747,16.172781,15.817744,15.624251
1237652599565320648_r,5.87727E+17,321.6537343,-7.47727161,1659,40,3,110,1412.87158,460.420807,GALAXY,18.283688,16.98222,16.350239,16.013754,15.795836,18.247244,17.037252,16.397789,16.072409,15.872504
1237652599565910250_r,5.87727E+17,322.903835,-7.63331502,1659,40,3,119,519.351135,378.636871,GALAXY,19.087341,17.55048,16.736134,16.251762,15.943462,18.691763,17.408689,16.641033,16.200344,15.928181
1237652599575478374_r,5.87727E+17,344.9410242,-9.42162747,1659,40,3,265,567.261658,1842.63708,GALAXY,18.715317,17.272593,16.529953,16.161446,15.890936,18.618101,17.247149,16.551161,16.171202,15.98745
1237652600101994779_r,5.87727E+17,321.179902,-6.94369944,1659,40,4,107,672.718811,948.61438,GALAXY,18.857952,17.399597,16.617657,16.129658,15.833818,18.759394,17.40904,16.680355,16.19326,16.039249
1237652600102125747_r,5.87727E+17,321.5527142,-7.05133776,1659,40,4,109,1407.78223,380.414093,GALAXY,18.813532,17.238728,16.436436,15.979937,15.598362,18.643768,17.10236,16.36895,15.933011,15.692927
1237652600106451238_r,5.87727E+17,331.414068,-8.1073702,1659,40,4,175,965.603516,434.80722,GALAXY,18.444473,16.925501,16.240955,15.864828,15.574214,18.320017,16.958548,16.317274,15.9526,15.801804
1237652600107565286_r,5.87727E+17,333.9286241,-8.33753991,1659,40,4,192,550.686279,451.898621,GALAXY,18.470201,17.109739,16.301159,15.876813,15.59223,18.476446,17.136295,16.328333,15.928,15.689266
1237652600636047825_r,5.87727E+17,314.7612863,-5.78785949,1659,40,5,64,334.982178,193.592133,GALAXY,18.026417,16.74939,16.203577,15.872178,15.666324,17.98481,16.626785,16.189291,15.901533,15.875908
1237652600636899778_r,5.87727E+17,316.7153053,-6.03361637,1659,40,5,77,454.194092,303.251129,GALAXY,19.162569,17.369198,16.499668,16.019409,15.664844,18.720013,17.243908,16.43589,15.995113,15.622568
1237652600643453062_r,5.87727E+17,331.6786564,-7.60360106,1659,40,5,177,177.108322,1407.17773,GALAXY,18.221083,17.094372,16.724401,16.425692,16.290848,18.078665,17.037161,16.716106,16.459524,16.371876
1237652600643846313_r,5.87727E+17,332.6875588,-7.66026112,1659,40,5,183,1111.22571,1749.73633,GALAXY,18.403986,17.250317,16.612684,16.260395,15.993841,18.264595,17.195637,16.619373,16.311073,16.055225
1237652600645025883_r,5.87727E+17,335.2911525,-8.05656606,1659,40,5,201,290.939056,259.433655,GALAXY,19.184052,17.849899,17.143469,16.744059,16.45508,19.040813,17.774834,17.140598,16.796778,16.541267
1237652601171345894_r,5.87727E+17,311.2478994,-4.77539705,1659,40,6,40,229.152832,1142.90527,GALAXY,18.516922,16.794399,16.165735,15.777762,15.584756,18.573606,16.705338,16.174349,15.836637,16.099236
1237652615668629571_r,5.87727E+17,25.24212225,-10.51892281,1729,40,1,248,1357.3761,1315.15552,GALAXY,18.513844,16.92647,16.10247,15.655845,15.32041,18.234793,16.82733,16.041571,15.636384,15.350988
1237652615668826170_r,5.87727E+17,25.66534719,-10.4760393,1729,40,1,251,1074.60522,1474.81201,GALAXY,18.627491,17.27816,16.507437,16.108109,15.831207,18.351196,17.138506,16.483717,16.133121,15.925369
1237652616204386429_r,5.87727E+17,22.66828778,-10.26843683,1729,40,2,232,283.696564,1070.34192,GALAXY,19.337303,17.743364,16.940125,16.485146,16.261707,19.172403,17.714806,16.981802,16.518719,16.362577
1237652616741519486_r,5.87727E+17,23.19897047,-9.79446086,1729,40,3,235,1175.9032,1304.81641,GALAXY,18.54195,17.227745,16.543768,16.187311,15.908731,18.406006,17.215282,16.631315,16.29463,16.133139
1237652628564148395_r,5.87727E+17,5.70954517,-11.19262698,1729,40,1,120,1063.34583,675.402527,GALAXY,19.294886,17.779179,16.968019,16.479134,16.264618,19.136488,17.739521,17.023483,16.582384,16.438053
1237652628567490595_r,5.87727E+17,13.38025454,-11.07297437,1729,40,1,171,98.786469,822.020752,GALAXY,18.351471,16.918453,16.213369,15.82673,15.548786,18.106728,16.990751,16.48313,16.128149,15.999074
1237652629097480251_r,5.87727E+17,357.3857346,-10.70093782,1729,40,2,66,212.536026,553.155151,GALAXY,18.497986,17.252731,16.493004,16.071766,15.816035,18.228733,17.353939,16.771246,16.377134,16.204937
1237652629101543537_r,5.87727E+17,6.94951954,-10.82404432,1729,40,2,128,1257.89233,165.23848,GALAXY,18.991247,17.418112,16.66869,16.25737,15.931858,18.829823,17.342154,16.666477,16.275331,16.001188
1237652629101609131_r,5.87727E+17,7.09427354,-10.676905,1729,40,2,129,1197.94958,1494.61047,GALAXY,18.495085,17.104464,16.51984,16.145807,15.912955,18.312506,17.008333,16.563492,16.180435,16.051403
1237652629104361788_r,5.87727E+17,13.44513977,-10.71614947,1729,40,2,171,762.287292,233.885971,GALAXY,18.240513,17.013235,16.49004,16.266354,16.119785,18.31155,16.992832,16.534479,16.421606,16.3353
1237652629640249538_r,5.87727E+17,11.21097674,-10.35628535,1729,40,3,156,1286.07715,133.394882,GALAXY,17.833418,16.649145,16.14395,15.891641,15.723529,17.879871,16.656559,16.228767,16.016447,15.995037
1237652629641363547_r,5.87727E+17,13.77963206,-10.28507745,1729,40,3,173,1132.22644,259.452881,GALAXY,18.790085,17.315592,16.502501,16.046566,15.687412,18.572683,17.361372,16.668051,16.250851,15.925535
1237652629641756770_r,5.87727E+17,14.66183828,-10.11932804,1729,40,3,179,898.371643,1545.84778,GALAXY,17.450232,16.626629,16.324987,16.181292,16.022118,17.542421,16.462896,16.12801,16.069014,16.132757
1237652629642215623_r,5.87727E+17,15.66308199,-10.08816697,1729,40,3,186,337.469757,1554.67224,GALAXY,18.498598,17.463167,16.791111,16.40597,16.154631,18.46735,17.391432,16.860655,16.532177,16.462122
1237652630713925732_r,5.87727E+17,10.91151231,-9.52243536,1729,40,5,155,105.541122,131.209702,GALAXY,18.037128,17.163069,16.854229,16.617607,16.487036,17.928579,17.059439,16.810978,16.592686,16.465557
1237652899145580670_r,5.87727E+17,18.76961674,-10.86900537,1729,40,1,206,604.587341,1071.50708,GALAXY,18.928648,17.154371,16.342997,15.961109,15.642584,18.569395,17.095919,16.37677,16.071245,16.038319
1237652899162292321_r,5.87727E+17,57.36096447,-7.3121111,1729,40,1,461,1310.20288,1021.38757,GALAXY,17.753336,17.21139,16.695568,16.661228,18.25902,17.913834,17.144516,16.74642,16.461134,18.103479
1237652899687104676_r,5.87727E+17,29.62413329,-9.91058817,1729,40,2,277,1380.17773,419.269409,GALAXY,18.319439,17.237711,16.679243,16.323294,16.074997,18.188871,17.13868,16.639,16.277367,16.106445
1237652899687956664_r,5.87727E+17,31.55971444,-9.79541415,1729,40,2,290,1054.75183,162.3694,GALAXY,19.180109,17.251348,16.404499,16.009857,15.636466,19.595161,17.302277,16.580193,16.256874,15.934091
1237652899690184831_r,5.87727E+17,36.71480048,-9.27397248,1729,40,2,324,1235.68347,979.014404,GALAXY,18.322308,16.906015,16.332525,16.025192,15.802361,18.517244,16.932493,16.370302,16.107349,16.026299
1237652900212244526_r,5.87727E+17,2.26973726,-10.32387561,1729,40,3,98,260.743103,848.811707,GALAXY,18.544212,17.443266,16.991707,16.667332,16.526812,18.496876,17.383701,16.981176,16.691874,16.589123
1237652900225548521_r,5.87727E+17,33.13491812,-9.21644034,1729,40,3,301,583.261597,467.824463,GALAXY,18.650593,17.548157,16.883492,16.528482,16.248425,18.539888,17.557602,16.957663,16.715023,16.440033
1237652900225941590_r,5.87727E+17,34.04997498,-9.01122427,1729,40,3,307,757.553162,1644.72449,GALAXY,18.756924,17.221848,16.528913,16.115713,15.809012,18.18552,17.052898,16.48588,16.122705,15.965638
1237652900228890761_r,5.87727E+17,40.8968267,-8.42144341,1729,40,3,352,1268.0188,1250.44897,GALAXY,18.65218,17.199127,16.678911,16.376242,16.25548,19.052975,17.135395,16.736015,16.511566,16.632597
1237652900230660224_r,5.87727E+17,44.90494591,-8.12221795,1729,40,3,379,663.574402,109.849007,GALAXY,18.700972,17.596285,17.121733,16.824303,16.649426,18.662298,17.565069,17.121643,16.799746,16.765291
1237652900237934686_r,5.87727E+17,61.48229627,-5.90332896,1729,40,3,490,497.926483,814.038208,GALAXY,18.777292,17.400576,16.509794,16.071209,15.723566,19.057398,17.543777,16.742172,16.377932,16.081985
1237652900749377634_r,5.87727E+17,2.9435553,-9.98372312,1729,40,4,102,823.93573,168.1409,GALAXY,18.200857,16.883081,16.346682,16.022793,15.795854,18.029099,16.908421,16.410603,16.10391,15.929711
1237652900750688438_r,5.87727E+17,5.94854386,-9.79066289,1729,40,4,122,512.502441,1967.63818,GALAXY,18.431591,17.327831,16.921509,16.615602,16.458057,18.363079,17.315453,16.964531,16.725767,16.59083
1237652900758945963_r,5.87727E+17,25.07942057,-9.35290904,1729,40,4,248,540.211975,537.08075,GALAXY,17.572556,16.698629,16.148186,15.759469,15.545726,17.673784,16.705706,16.145782,15.791183,15.575919
1237652900759994450_r,5.87727E+17,27.58049117,-9.17547438,1729,40,4,264,1261.02502,730.112061,GALAXY,17.944645,16.701406,16.085457,15.716583,15.524435,17.598709,16.55481,16.018545,15.690266,15.824203
1237652900761108553_r,5.87727E+17,30.01500281,-8.91865322,1729,40,4,281,90.444061,1527.06335,GALAXY,18.688673,17.163439,16.361998,15.959154,15.61318,18.564327,17.089527,16.355436,15.943804,15.734194
1237652900768120868_r,5.87727E+17,46.12703159,-7.42133514,1729,40,4,388,70.669327,1382.36865,GALAXY,18.449141,17.110508,16.331261,15.882344,15.594712,18.35108,17.011385,16.239819,15.808228,15.549565
1237652900770283646_r,5.87727E+17,51.11338096,-6.90334211,1729,40,4,421,371.872742,668.972534,GALAXY,18.900894,17.348532,16.430336,15.966851,15.665014,18.631712,17.359493,16.538679,16.15188,16.05286
1237652900773036173_r,5.87727E+17,57.39309768,-6.06755331,1729,40,4,463,434.946747,741.780518,GALAXY,18.949778,17.742664,16.957336,16.508955,16.205971,19.2603,18.021345,17.256382,16.832495,16.493948
1237652901281267797_r,5.87727E+17,351.402847,-9.30432745,1729,40,5,26,709.694153,87.571945,GALAXY,18.425873,16.959253,16.248814,15.875503,15.616748,18.238174,16.823845,16.234632,15.905252,15.825339
1237652901282906254_r,5.87727E+17,355.1990234,-9.33422794,1729,40,5,51,732.197632,1014.50238,GALAXY,18.960409,17.661472,16.862703,16.400133,16.081469,18.97809,17.737926,16.974836,16.592659,16.324657
1237652901300076589_r,5.87727E+17,34.87134485,-8.08641781,1729,40,5,313,666.586731,1760.36182,GALAXY,17.448374,16.922529,16.438671,15.990884,15.852954,17.823181,17.135805,16.609516,16.173422,16.069004
1237652901300338758_r,5.87727E+17,35.4696308,-8.16202585,1729,40,5,317,526.893921,606.183899,GALAXY,18.619684,17.436453,16.955097,16.681381,16.516998,18.326843,17.369202,16.990583,16.734076,16.606073
1237652901305909386_r,5.87727E+17,48.23834028,-6.7712934,1729,40,5,402,622.288513,1215.28784,GALAXY,18.203234,16.896915,16.256649,15.883316,15.658914,18.104416,16.909723,16.319365,15.958109,15.758496
1237652901817942081_r,5.87727E+17,350.9590935,-8.66292824,1729,40,6,23,569.298889,1929.68152,GALAXY,18.335331,16.957827,16.271385,15.864243,15.584172,18.310772,16.825558,16.235716,15.85417,15.550738
1237652901819121795_r,5.87727E+17,353.7320719,-8.77547467,1729,40,6,41,1018.13812,1856.41028,GALAXY,17.890301,16.598475,16.110493,15.799327,15.559409,17.730003,16.402546,16.052738,15.806042,15.598136
1237652901825020028_r,5.87727E+17,7.4012516,-9.0300387,1729,40,6,131,1330.25183,1184.63257,GALAXY,18.777147,17.431616,16.685099,16.297646,15.996434,18.573345,17.261335,16.603086,16.262369,16.081652
1237652901825282147_r,5.87727E+17,7.99250128,-9.13734673,1729,40,6,135,1187.79492,165.366104,GALAXY,18.42057,16.957607,16.146114,15.680358,15.354361,18.307899,16.908899,16.13501,15.730464,15.457964
1237652901840879735_r,5.87727E+17,43.92400347,-6.88827914,1729,40,6,373,1280.52209,785.489685,GALAXY,18.62405,17.490606,16.854792,16.491419,16.264013,18.449839,17.486824,16.934898,16.658951,16.410822
1237652901847367869_r,5.87727E+17,58.64574386,-4.9877662,1729,40,6,472,773.329834,1258.65662,GALAXY,19.450884,17.995274,17.063604,16.614677,16.302011,19.430023,18.071507,17.130203,16.707561,16.436205
1237652933492605755_r,5.87727E+17,308.9298166,-6.72276478,1737,40,1,12,843.151184,1635.12097,GALAXY,18.925913,17.484282,16.642035,16.240782,15.981503,19.329468,17.704082,17.039177,16.684467,16.542242
1237652933492671169_r,5.87727E+17,308.978287,-6.86940787,1737,40,1,13,107.134613,378.59491,GALAXY,18.518049,17.050779,16.311356,15.932295,15.651881,18.403124,16.9431,16.302479,16.078506,15.866429
1237652933495816652_r,5.87727E+17,316.1941495,-7.74536689,1737,40,1,61,341.456268,1440.29163,GALAXY,18.426022,16.998817,16.203571,15.78493,15.515197,18.582108,17.283104,16.583578,16.181276,16.108381
1237652933501255939_r,5.87731E+17,328.7375551,-9.17036729,2576,40,1,49,1386.44824,1760.92358,GALAXY,17.874189,16.716305,16.219107,15.859315,15.650465,17.958664,16.711241,16.244858,15.927631,15.783736
1237652934031442379_r,5.87727E+17,313.3930897,-7.04760895,1737,40,2,42,324.020264,541.394653,GALAXY,17.604044,16.683523,16.342983,16.165941,16.109699,17.572706,16.610933,16.303267,16.148691,16.277676
1237652934031508088_r,5.87727E+17,313.6422154,-6.95541966,1737,40,2,43,1076.71582,1676.93457,GALAXY,18.887793,17.672951,16.974119,16.555538,16.231482,18.804178,17.609856,16.960371,16.566607,16.297701
1237652934031770237_r,5.87727E+17,314.2245322,-7.19745102,1737,40,2,47,1136.07861,206.692154,GALAXY,18.168446,16.754299,16.222666,15.923475,15.810103,18.214853,16.611004,16.135798,15.940939,15.997916
1237652934036881797_r,5.87727E+17,325.9191494,-8.43556883,1737,40,2,125,903.983826,1931.14038,GALAXY,18.722784,17.076971,16.377241,16.023888,15.827508,18.795187,17.121914,16.425638,16.219654,16.1339
1237652934568771955_r,5.87727E+17,314.4894207,-6.70314035,1737,40,3,49,180.907333,1167.08154,GALAXY,18.343027,16.981783,16.271204,15.900712,15.623991,18.458298,17.024948,16.313993,15.942881,15.83757
1237652934568772314_r,5.87727E+17,314.6185599,-6.76413827,1737,40,3,49,1410.52783,773.404419,GALAXY,18.954227,17.458218,16.547758,16.089197,15.753807,19.042223,17.805538,16.910158,16.511484,16.179115
1237652934574538964_r,5.87727E+17,327.6652016,-8.33234043,1737,40,3,137,87.055946,737.334839,GALAXY,19.360325,17.797909,16.76087,16.276993,15.958086,18.941046,17.68989,16.902113,16.416079,16.15617
1237652934574539102_r,5.87727E+17,327.8039221,-8.3443897,1737,40,3,137,1339.56042,759.795166,GALAXY,18.794273,17.52306,16.778496,16.311153,16.037403,18.821728,17.674015,17.001226,16.524765,16.264059
1237652935103742966_r,5.87727E+17,310.3555839,-5.63270159,1737,40,4,20,1299.26221,1838.86755,GALAXY,18.652231,17.389868,16.860237,16.553881,16.320971,18.824257,17.888571,17.348585,17.197765,16.929525
1237652935103808145_r,5.87727E+17,310.3673382,-5.78475607,1737,40,4,21,239.482529,485.422546,GALAXY,18.879328,17.202881,16.256247,15.780319,15.423374,18.902618,17.362482,16.584764,16.282436,16.037283
1237652935106429327_r,5.87727E+17,316.3583918,-6.5188381,1737,40,4,61,359.210205,1243.44824,GALAXY,19.148975,17.489645,16.739187,16.418346,17.627863,18.920403,17.216553,16.420835,16.346848,17.132301
1237652935109575148_r,5.87727E+17,323.6012222,-7.44840893,1737,40,4,109,934.44696,878.583496,GALAXY,18.696667,17.095802,16.189457,15.720391,15.389127,18.665564,17.382053,16.535458,16.114817,15.864776
1237652935110164651_r,5.87727E+17,324.858857,-7.6392007,1737,40,4,118,144.417984,440.677795,GALAXY,18.657204,17.499363,16.966957,16.637711,16.475321,18.855558,17.552383,16.990269,16.69969,16.572392
1237652935110885740_r,5.87727E+17,326.6150683,-7.67944611,1737,40,4,129,942.681213,1816.07202,GALAXY,18.427292,17.100945,16.355812,15.940235,15.666306,18.447329,17.113316,16.353098,15.93628,15.744578
1237652935110951164_r,5.87727E+17,326.6655711,-7.7385011,1737,40,4,130,91.769699,1331.39331,GALAXY,18.542999,16.942526,16.177984,15.752144,15.399376,18.766123,16.949787,16.215004,15.836198,15.569776
1237652935111016876_r,5.87727E+17,326.8716375,-7.89834406,1659,40,3,145,919.965393,1982.29517,GALAXY,19.068264,17.450304,16.582106,16.138708,15.784935,18.930275,17.373001,16.550663,16.144575,15.855123
1237652935642317463_r,5.87727E+17,314.2091033,-5.75485987,1737,40,5,46,596.767761,1740.26306,GALAXY,18.218628,16.792469,16.208576,15.841136,15.583331,18.25173,16.732702,16.216255,15.894956,15.661821
1237652935644938731_r,5.87727E+17,320.1810668,-6.68804829,1737,40,5,86,777.130737,267.402771,GALAXY,18.965054,17.403133,16.641392,16.247705,16.019707,18.779961,17.50106,16.665646,16.334122,16.211439
1237652935646708091_r,5.87727E+17,324.2766023,-6.9972318,1737,40,5,113,1074.96509,1833.89697,GALAXY,18.304434,16.714638,16.10149,15.731416,15.510007,18.023975,16.679821,16.089127,15.787284,15.723007
1237652936184103227_r,5.87727E+17,325.4419204,-6.797118,1737,40,6,121,437.906555,1002.48657,GALAXY,19.10416,17.291618,16.495255,16.079706,15.753788,18.724184,17.113216,16.429728,16.066319,15.795146
1237652939402576841_r,5.87727E+17,315.6087589,10.26805431,1739,40,4,12,449.650146,1515.05811,GALAXY,19.090239,17.866297,17.190121,16.809664,16.552511,19.008083,17.836731,17.180283,16.854799,16.674303
1237652939402577169_r,5.87727E+17,315.5651209,10.19391922,1739,40,4,11,1295.52173,930.886047,GALAXY,18.820223,17.454197,17.00555,16.79463,16.740276,18.851398,17.450241,17.047165,16.922625,17.065722
1237652939939513170_r,5.87727E+17,315.6781885,10.60746717,1739,40,5,13,303.878784,604.89801,GALAXY,18.387691,17.366573,16.775415,16.375938,16.088203,18.874464,17.313963,16.733555,16.366243,16.082098
1237652942083457458_r,5.87727E+17,317.9182673,9.34567355,1739,40,1,26,75.450417,736.541626,GALAXY,20.12104,18.003036,16.898804,16.403088,15.998536,19.31385,17.895977,16.890406,16.475071,16.054335
1237652942100627626_r,5.87727E+17,357.7450474,13.93257901,1739,40,1,288,200.210556,956.969849,GALAXY,18.520874,16.89443,16.24999,15.896507,15.666144,18.35741,16.910004,16.321985,15.97454,15.842144
1237652942102397066_r,5.87731E+17,1.90832363,13.92966293,2566,40,1,321,340.327179,1995.97766,GALAXY,18.889187,17.390135,16.373682,15.863729,15.496132,19.720938,17.639481,16.717501,16.299526,16.171429
1237652942626619826_r,5.87727E+17,332.4112812,12.20880425,1739,40,2,122,1362.97986,1179.36951,GALAXY,18.573498,17.213428,16.566751,16.164846,15.958012,18.417255,17.108635,16.560465,16.170446,16.089392
1237652942627078695_r,5.87727E+17,333.4082717,12.30107893,1739,40,2,129,724.870056,792.227234,GALAXY,18.76104,17.366135,16.689226,16.318216,16.090704,18.749146,17.30331,16.714979,16.388994,16.298943
